storage_gib,recovery_token_layers,g1,g2,l
25.77047324,19142.54763626,840,848,36
25.86896932,19105.42550443,832,872,36
25.90513433,19101.88788755,832,864,36
25.94199632,19016.81769808,832,856,36
25.97956774,18986.05656373,832,848,36
26.01783006,18964.27562131,832,840,36
26.19268445,18923.58120079,824,848,36
26.23094677,18888.49052657,824,840,36
26.26995335,18838.80745571,824,832,36
26.44203143,18774.46222741,808,890,36
26.45067145,18760.34652590,808,888,36
26.48553234,18714.04500646,808,880,36
26.52107970,18699.59335784,808,872,36
26.55724471,18644.56001630,808,864,36
26.59410670,18631.30420306,808,856,36
26.63167811,18597.32908618,808,848,36
26.66994043,18547.78270331,808,840,36
26.70894702,18506.32650252,808,832,36
26.74870394,18464.35876753,808,824,36
26.78923886,18422.66926827,808,816,36
26.97475133,18364.21416708,800,824,36
27.01528625,18350.86675689,800,816,36
27.05664560,18278.19002215,800,808,36
27.32368165,18238.43602362,784,848,36
27.32940750,18225.50519039,792,800,36
27.40095055,18186.11737205,784,832,36
27.44070748,18119.40901821,784,824,36
27.48124240,18102.76993110,784,816,36
27.52260175,18043.19454355,784,808,36
27.56477090,18023.03371063,784,800,36
27.60778798,17967.04705955,784,792,36
27.89049538,17959.32719265,763,864,36
27.89180683,17940.96073757,776,784,36
27.92609001,17882.18033342,768,824,36
27.96492878,17863.93635235,763,848,36
28.00319110,17825.00780289,763,840,36
28.00798429,17789.87610728,768,808,36
28.04219768,17787.52542715,763,832,36
28.08195461,17757.41460653,763,824,36
28.09317052,17748.43503937,768,792,36
28.12248953,17711.65233414,763,816,36
28.13707756,17699.35620694,768,784,36
28.16384889,17689.98302742,763,808,36
28.18187042,17644.90923351,768,776,36
28.20601803,17635.61742395,763,800,36
28.24903511,17589.05734613,763,792,36
28.29294216,17568.45485321,763,784,36
28.33773502,17518.76525398,763,776,36
28.38349028,17506.64433709,763,768,36
28.50811177,17204.70262230,760,763,37
28.76695521,16951.95073165,752,763,37
29.03126753,16912.16105928,744,763,37
29.04773533,16894.30103500,744,760,37
29.09234870,16871.74800843,744,752,37
29.30136222,16751.78720069,736,763,37
29.31783002,16744.30584092,736,760,37
29.36244339,16734.74364850,736,752,37
29.40799936,16687.86726439,736,744,37
29.57736379,16644.87106972,728,763,37
29.63844496,16602.51154189,728,752,37
29.68400093,16582.08551458,728,744,37
29.73055353,16534.72758520,728,736,37
29.85956773,16424.26954711,720,763,37
29.92064890,16396.20604700,720,752,37
29.96620487,16377.53524852,720,744,37
30.01275747,16326.42541216,720,736,37
30.06032816,16296.09833292,720,728,37
30.14806853,16287.44973587,712,763,37
30.16453633,16277.40502737,712,760,37
30.20914970,16250.39260119,712,752,37
30.25470567,16215.36002860,712,744,37
30.30125827,16185.30832462,712,736,37
30.34882896,16151.52655173,712,728,37
30.39746866,16120.99631674,712,720,37
30.64384112,16110.76644008,704,728,37
30.69248083,16075.63418123,704,720,37
30.74220584,16039.70061823,704,712,37
30.74501220,15911.77739662,696,763,37
30.80609337,15862.85603777,696,752,37
30.85164934,15859.43819205,696,744,37
30.89820194,15814.42665785,696,736,37
30.94577263,15770.93037955,696,728,37
30.99441234,15758.54944328,696,720,37
31.04413735,15695.33266179,696,712,37
31.09498464,15692.33905942,696,704,37
31.30325420,15662.47951526,688,720,37
31.35297921,15608.52555979,688,712,37
31.40382650,15579.45527805,688,704,37
31.45586639,15541.23077633,688,696,37
31.80024696,15518.44148314,672,744,37
31.89437024,15496.64789924,672,728,37
31.94300995,15461.26524053,672,720,37
31.99273497,15373.46876538,672,712,37
32.09562214,15335.78483329,672,696,37
32.14885307,15295.28467950,672,688,37
32.20332778,15248.87643024,672,680,37
32.66366755,15215.00672060,656,712,37
32.71451484,15188.31140810,656,704,37
32.76655472,15160.39869894,656,696,37
32.81978565,15126.24004983,656,688,37
32.87426037,15081.30676366,656,680,37
32.93005177,15060.62193959,656,672,37
32.98716374,15012.26671690,656,664,37
33.06245486,15004.37160894,648,704,37
33.11449474,14990.69530481,648,696,37
33.16772567,14931.20059516,648,688,37
33.22220039,14901.00334492,648,680,37
33.25085385,14870.51878729,636,763,37
33.31193502,14834.90460445,636,752,37
33.33510376,14830.68995294,648,664,37
33.35749099,14813.63802596,636,744,37
33.39363144,14796.80812469,648,656,37
33.40404359,14771.25302965,636,736,37
33.45161428,14742.20701587,636,728,37
33.50025399,14711.37790662,636,720,37
33.54997900,14665.43108698,636,712,37
33.60082629,14637.33226193,636,704,37
33.65286617,14612.43853039,636,696,37
33.70609710,14578.04959707,636,688,37
33.76057182,14549.47137980,636,680,37
33.81636322,14513.16198634,636,672,37
33.87347519,14470.82589505,636,664,37
33.93200287,14427.40472749,636,656,37
33.99197263,14412.50853531,636,648,37
34.05343849,14361.66764579,636,640,37
34.27701504,14116.37903697,632,636,38
34.66906547,14042.43744617,624,636,38
34.69239435,14030.32778666,624,632,38
35.07140172,13763.33479177,616,636,38
35.09473061,13756.42421260,616,632,38
35.14230446,13726.70001845,616,624,38
35.60388184,13721.35599163,608,616,38
35.90805928,13562.22953063,600,636,38
35.93138817,13547.78456416,600,632,38
35.97896202,13539.08608360,600,624,38
36.02778401,13494.12862174,600,616,38
36.07787033,13462.23938084,600,608,38
36.34340776,13369.14832216,592,636,38
36.36673664,13362.19063730,592,632,38
36.41431049,13353.41938361,592,624,38
36.46313249,13313.57317298,592,616,38
36.51321881,13295.13579601,592,608,38
36.56465774,13262.65286663,592,600,38
36.79066515,13199.14330094,584,636,38
36.81399404,13192.58408434,584,632,38
36.86156789,13162.52379891,584,624,38
36.91038988,13133.26598641,584,616,38
36.96047620,13113.12357745,584,608,38
37.01191514,13069.22077233,584,600,38
37.06474305,13054.11361190,584,592,38
37.47153781,13021.47856176,576,600,38
37.52436571,12986.64960630,576,592,38
37.57863872,12950.22253322,576,584,38
37.84261365,12929.67788816,568,616,38
37.89269997,12899.97691622,568,608,38
37.94413891,12872.61022084,568,600,38
37.99696682,12850.04815145,568,592,38
38.05123982,12822.55356484,568,584,38
38.10701331,12798.43164062,568,576,38
38.53728826,12781.37604577,560,584,38
38.59306175,12761.86288140,560,576,38
38.65041012,12728.74301796,560,568,38
38.87895927,12709.30943959,552,608,38
38.93039821,12706.55731730,552,600,38
38.98322611,12660.40441991,552,592,38
39.03749912,12628.11222010,552,584,38
39.09327261,12619.51145731,552,576,38
39.15062098,12569.46295214,552,568,38
39.20960114,12543.90552719,552,560,38
39.44533762,12529.07015871,544,600,38
39.49816553,12501.96035310,544,592,38
39.55243854,12467.68365527,544,584,38
39.60821202,12465.46835015,544,576,38
39.66556039,12415.06348425,544,568,38
39.72454055,12394.18980684,544,560,38
39.78523926,12363.24320251,544,552,38
39.87414525,12359.75709738,536,616,38
39.92423157,12323.30141948,536,608,38
39.97567050,12298.76306441,536,600,38
40.02849841,12271.94856515,536,592,38
40.08277142,12239.06101593,536,584,38
40.13854490,12215.76303365,536,576,38
40.19589328,12187.92260550,536,568,38
40.25487343,12163.26340274,536,560,38
40.31557214,12134.79938946,536,552,38
40.37805811,12112.14689192,536,544,38
40.62914230,12086.06116203,528,584,38
40.74226416,12034.32687931,528,568,38
40.80124431,12010.45867680,528,560,38
40.86194302,11997.01044230,528,552,38
40.92442899,11955.59265810,528,544,38
40.98878290,11917.87461553,528,536,38
41.42507641,11873.62150129,520,552,38
41.48756238,11850.28390287,520,544,38
41.55191629,11821.23779681,520,536,38
41.61821634,11790.85686054,520,528,38
41.88618104,11775.99953863,512,568,38
41.94516120,11767.82677165,512,560,38
42.00585991,11723.88714936,512,552,38
42.13269978,11669.81905143,512,536,38
42.19899984,11642.14222441,512,528,38
42.26733397,11614.51783957,512,520,38
42.31806661,11599.79415293,504,592,38
42.37233962,11577.07238866,504,584,38
42.48546148,11516.38519624,504,568,38
42.60514035,11479.07002030,504,552,38
42.66762631,11425.94031435,504,544,38
42.73198022,11398.85634535,504,536,38
42.79828028,11389.97291769,504,528,38
42.86661440,11349.73066868,504,520,38
42.93709030,11316.05030450,504,512,38
42.96408561,11301.83933913,504,509,38
42.96839692,11040.66746413,504,509,39
43.59394365,10991.33103306,496,509,39
43.63535746,10983.09750246,496,504,39
44.24005473,10851.17606047,488,509,39
44.28146855,10842.58746001,488,504,39
44.34944142,10818.05473364,488,496,39
44.90766283,10782.39914205,480,509,39
45.01704952,10754.65159018,480,496,39
45.08725695,10727.35649914,480,488,39
45.59797500,10603.19987043,472,509,39
45.63938881,10600.18919937,472,504,39
45.70736168,10576.20983791,472,496,39
45.77756911,10552.68941468,472,488,39
45.85011244,10527.83311547,472,480,39
46.31207139,10457.13382991,464,509,39
46.35348521,10445.53446420,464,504,39
46.42145808,10431.58909018,464,496,39
46.49166551,10402.37519993,464,488,39
46.56420884,10394.55513349,464,480,39
46.63921923,10363.73334461,464,472,39
47.05122094,10309.47164076,456,509,39
47.16060763,10285.56742126,456,496,39
47.23081506,10258.92067544,456,488,39
47.30335839,10250.02620571,456,480,39
47.37836877,10214.26934670,456,472,39
47.45596359,10192.76722441,456,464,39
47.81682578,10084.41435278,448,509,39
47.92621247,10062.36009781,448,496,39
47.99641990,10030.89147084,448,488,39
48.06896323,10029.73928088,448,480,39
48.14397362,9985.61809486,448,472,39
48.22156844,9971.57355746,448,464,39
48.30188557,9938.78277251,448,456,39
49.09516387,9934.94478193,440,456,39
49.17835568,9910.71339044,440,448,39
49.61246927,9876.54115404,432,488,39
49.76002299,9839.94143701,432,472,39
49.83761781,9827.77226870,432,464,39
49.91793494,9806.91249385,432,456,39
50.00112675,9777.19869587,432,448,39
50.08732560,9748.74061885,432,440,39
50.28682347,9610.82070226,424,509,39
50.32823729,9602.61469611,424,504,39
50.39621016,9579.14862205,424,496,39
50.46641759,9554.99575541,424,488,39
50.53896092,9533.76943898,424,480,39
50.61397131,9511.38588829,424,472,39
50.69156613,9484.68848425,424,464,39
50.77188326,9469.20715428,424,456,39
50.85507507,9448.26697835,424,448,39
50.94127392,9422.27829724,424,440,39
51.03067749,9399.46444390,424,432,39
51.82787143,9367.80737881,416,440,39
51.91727501,9349.19557394,416,432,39
52.01006635,9322.53437192,416,424,39
52.93139249,9294.85759104,408,424,39
53.02773155,9267.50876599,408,416,39
53.05313669,9241.03817389,400,509,39
53.09455051,9238.73271407,400,504,39
53.16252338,9219.94442052,400,496,39
53.23273081,9194.55822466,400,488,39
53.38028453,9149.40640379,400,472,39
53.45787935,9131.38893332,400,464,39
53.53819648,9102.68605438,400,456,39
53.62138829,9088.42498155,400,448,39
53.70758714,9087.30828617,400,440,39
53.79699071,9041.62047859,400,432,39
53.88978206,9012.71413632,400,424,39
53.98612112,8997.31868233,400,416,39
54.08623384,8962.17584277,400,408,39
54.45530234,8945.20077202,392,464,39
54.53561947,8925.76914678,392,456,39
54.70501013,8883.90783403,392,440,39
54.79441371,8860.11268147,392,432,39
54.88720505,8832.28031188,392,424,39
54.98354411,8808.00158403,392,416,39
55.08365683,8788.79522945,392,408,39
55.18779693,8763.25945805,392,400,39
55.74397265,8744.09767163,384,440,39
55.92616758,8693.16389333,384,424,39
56.02250663,8692.15211307,384,416,39
56.12261936,8660.88605746,384,408,39
56.22675945,8633.01345657,384,400,39
56.33514098,8600.63645731,384,392,39
56.60165603,8586.96088367,382,392,39
56.71455131,8558.62388503,382,384,39
56.74351124,8551.69549320,382,382,40
57.30986278,8542.77486774,376,400,39
57.41824431,8523.96092212,376,392,39
57.53113958,8494.60459215,376,384,39
57.56009952,8484.02485236,376,382,39
57.59522812,8290.04633674,376,382,40
58.77409828,8165.64130744,368,382,40
58.82770142,8163.84737943,368,376,40
59.87091971,8144.53800520,360,382,39
59.95965145,8133.80899360,360,376,39
60.00545689,7941.45109114,360,382,40
60.05906004,7936.72207954,360,376,40
60.13325270,7918.57053549,360,368,40
61.29266731,7823.19461660,352,382,40
61.34627045,7815.04696727,352,376,40
61.42046312,7804.16944513,352,368,40
61.49795917,7777.65548105,352,360,40
62.63980096,7643.08141609,344,382,40
62.69340410,7636.86617249,344,376,40
62.76759677,7620.14653051,344,368,40
62.84509282,7601.68725394,344,360,40
62.92610392,7586.79133858,344,352,40
64.05109470,7472.83478216,336,382,40
64.10469784,7460.03378752,336,376,40
64.17889051,7452.17822650,336,368,40
64.25638656,7437.37095534,336,360,40
64.33739766,7419.02443713,336,352,40
64.42218006,7396.79845903,336,344,40
65.53121884,7312.20299812,328,382,40
65.58482199,7300.76394870,328,376,40
65.65901465,7285.88258182,328,368,40
65.73651070,7271.24284879,328,360,40
65.81752181,7251.83656804,328,352,40
65.90230421,7234.94265194,328,344,40
65.99112454,7217.80544107,328,336,40
67.08532677,7150.77413532,320,382,40
67.13892992,7142.67768824,320,376,40
67.21312259,7131.75747416,320,368,40
67.29061864,7130.49221826,320,360,40
67.37162974,7107.44079109,320,352,40
67.45641214,7075.79942790,320,344,40
67.54523248,7063.85848302,320,336,40
67.63838469,7042.84719488,320,328,40
68.71911783,7033.10155097,312,382,40
68.77272098,7027.89365465,312,376,40
68.84691364,7013.23900406,312,368,40
68.92440969,7008.61243541,312,360,40
69.00542080,6979.45172552,312,352,40
69.09020320,6959.78615588,312,344,40
69.17902354,6954.33090859,312,336,40
69.27217574,6927.63916400,312,328,40
69.36998415,6909.08779835,312,320,40
70.43891670,6889.37161663,304,382,40
70.49251984,6886.05611774,304,376,40
70.56671251,6874.39402375,304,368,40
70.64420856,6851.15571174,304,360,40
70.72521967,6836.50425997,304,352,40
70.81000206,6818.46762734,304,344,40
70.89882240,6805.82463398,304,336,40
70.99197461,6782.47024176,304,328,40
71.08978302,6772.92059855,304,320,40
71.19260632,6749.21052227,304,312,40
72.25174125,6689.56912255,296,382,40
72.30534439,6682.61712598,296,376,40
72.37953706,6665.48403666,296,368,40
72.45703311,6647.76374877,296,360,40
72.53804422,6630.88770300,296,352,40
72.62282661,6616.12173967,296,344,40
72.71164695,6596.77648253,296,336,40
72.80479916,6580.02331447,296,328,40
72.90260757,6562.85571481,296,320,40
73.00543087,6546.23443652,296,312,40
73.11366710,6528.48292938,296,304,40
74.71817682,6509.16498524,288,328,40
74.81598522,6504.69657357,288,320,40
74.91880852,6482.73671260,288,312,40
75.02704475,6460.37472318,288,304,40
75.14113560,6438.61518824,288,296,40
76.31574603,6425.18435501,280,368,40
76.47425318,6392.81452233,280,352,40
76.55903558,6378.05575634,280,344,40
76.74100813,6339.74906957,280,328,40
76.94163983,6307.33716013,280,312,40
77.04987606,6285.85770639,280,304,40
77.16396691,6271.15461214,280,296,40
77.28438610,6252.39449280,280,288,40
78.61605248,6246.21127584,272,352,40
78.70083488,6224.43393209,272,344,40
78.78965522,6212.14889887,272,336,40
78.88280742,6188.44844980,272,328,40
78.98061583,6178.72407111,272,320,40
79.08343913,6154.35617618,272,312,40
79.19167536,6144.95032603,272,304,40
79.30576620,6117.39865281,272,296,40
79.42618540,6107.84759473,272,288,40
79.55349310,6083.73468258,272,280,40
81.06125371,6081.97465551,264,336,40
81.15440592,6052.68759227,264,328,40
81.25221433,6037.24384843,264,320,40
81.35503763,6031.76322589,264,312,40
81.46327386,6001.82997047,264,304,40
81.57736470,5983.88435039,264,296,40
81.69778389,5975.09965551,264,288,40
81.82509160,5947.55450295,264,280,40
81.95988660,5930.11884843,264,272,40
83.01506586,5910.39762434,256,382,40
83.06866901,5901.74926181,256,376,40
83.14286167,5891.74061885,256,368,40
83.22035772,5867.10765256,256,360,40
83.38615123,5836.26347195,256,344,40
83.47497156,5823.14969857,256,336,40
83.56812377,5802.42359744,256,328,40
83.76875548,5764.48978839,256,312,40
83.87699171,5754.43168676,256,304,40
83.99108255,5731.38318159,256,296,40
84.11150175,5726.13911786,256,288,40
84.23880945,5695.90609621,256,280,40
84.37360445,5681.60676058,256,272,40
84.51656841,5657.68916093,256,264,40
84.98079188,5642.51760312,255,256,40
85.00044756,5594.94239194,255,255,41
86.94282061,5588.35922890,248,272,40
87.08578457,5569.21998800,248,264,40
87.23769288,5551.16570036,248,256,40
87.25734856,5545.03580120,248,255,40
87.28182571,5413.68130902,248,255,41
89.82640424,5400.82309609,240,264,40
89.97831254,5377.78495632,240,256,40
89.99796822,5374.46977126,240,255,40
90.05216869,5238.54399001,240,255,41
90.16973051,5226.53511011,240,248,41
92.92755592,5220.06193867,232,255,40
93.01352915,5080.31779804,232,255,41
93.13109096,5074.27159972,232,248,41
93.27384965,5064.23404435,232,240,41
95.89490148,5047.75427534,224,264,40
96.04680978,5040.89388533,224,256,40
96.06646546,5024.52301410,224,255,40
96.18648165,4879.71637347,224,255,41
96.30404346,4871.94016056,224,248,41
96.44680215,4864.98672798,224,240,41
96.59940417,4850.66786110,224,232,41
99.59426978,4824.56334007,216,255,41
99.71183159,4814.67985667,216,248,41
99.85459028,4812.26317975,216,240,41
100.00719230,4792.87307763,216,232,41
100.17069788,4781.77462168,216,224,41
103.21046469,4774.63001353,208,248,40
103.26438147,4636.57038795,208,255,41
103.38194328,4630.71985728,208,248,41
103.52470197,4622.60233145,208,240,41
103.67730399,4607.65621924,208,232,41
103.84080957,4598.78687869,208,224,41
104.01641647,4585.40664985,208,216,41
107.13166514,4583.63841043,200,248,40
107.22810918,4441.74555549,200,255,41
107.34567100,4434.85911356,200,248,41
107.64103170,4412.89227055,200,232,41
107.80453728,4402.68865342,200,224,41
107.98014419,4390.83764456,200,216,41
108.16926890,4379.47261011,200,208,41
111.52206169,4301.60676539,192,255,41
111.63962351,4294.68173290,192,248,41
111.93498422,4273.05374938,192,232,41
112.09848980,4271.18074865,192,224,41
112.27409670,4256.48660495,192,216,41
112.46322142,4241.58146223,192,208,41
112.66747648,4227.02176120,192,200,41
116.18945344,4141.72398028,184,255,41
116.30701526,4136.88119002,184,248,41
116.44977394,4123.93203279,184,240,41
116.60237596,4113.52965828,184,232,41
116.76588154,4101.38208200,184,224,41
116.94148845,4091.20553180,184,216,41
117.13061316,4078.84197373,184,208,41
117.33486822,4067.38214352,184,200,41
117.55614011,4055.91456232,184,192,41
121.28116311,3981.85438742,176,255,41
121.39872492,3977.59754860,176,248,41
121.54148361,3968.07417261,176,240,41
121.69408563,3954.82718688,176,232,41
121.85759121,3944.25945805,176,224,41
122.03319812,3930.78917015,176,216,41
122.22232283,3921.69991080,176,208,41
122.42657789,3906.86892532,176,200,41
122.64784978,3898.68071789,176,192,41
122.88836538,3882.29765933,176,184,41
126.85787419,3758.24556173,168,255,41
126.97543601,3751.37541523,168,248,41
127.11819469,3749.39257812,168,240,41
127.27079671,3730.08816745,168,232,41
127.60990920,3713.43733083,168,216,41
127.79903391,3695.32601809,168,208,41
128.00328897,3683.95981484,168,200,41
128.22456086,3676.88138226,168,192,41
128.46507647,3659.00272207,168,184,41
128.72745762,3647.09668738,168,176,41
133.40493408,3630.39626907,160,232,41
133.56843966,3629.32032788,160,224,41
133.74404656,3607.33752153,160,216,41
133.93317128,3599.44139087,160,208,41
134.13742634,3595.45049520,160,200,41
134.35869823,3579.75093812,160,192,41
134.59921383,3560.63338152,160,184,41
134.86159499,3549.89771469,160,176,41
135.14896877,3534.73183748,160,168,41
139.77197574,3506.78003314,152,255,41
139.88953756,3500.00633612,152,248,41
140.03229625,3490.52070005,152,240,41
140.18489826,3478.60740650,152,232,41
140.34840384,3466.77537525,152,224,41
140.52401075,3455.56717520,152,216,41
140.71313547,3444.19319021,152,208,41
140.91739052,3432.33495325,152,200,41
141.13866241,3420.81425320,152,192,41
141.37917802,3407.37466166,152,184,41
141.64155917,3396.07507997,152,176,41
141.92893296,3382.96592028,152,168,41
142.24503151,3370.65603469,152,160,41
147.30531704,3344.09906294,144,255,41
147.42287885,3336.55437992,144,248,41
147.71823956,3314.67704232,144,232,41
147.88174514,3306.50621309,144,224,41
148.24647676,3283.79299951,144,208,41
148.45073182,3267.88188976,144,200,41
148.91251931,3243.21395177,144,184,41
149.17490047,3234.10500738,144,176,41
149.46227426,3224.16470842,144,168,41
149.77837281,3208.75572096,144,160,41
150.12775149,3193.64339321,144,152,41
155.72489630,3183.75795812,136,255,41
155.84245812,3169.96523591,136,248,41
155.98521680,3159.94201372,136,240,41
156.13781882,3148.28616357,136,232,41
156.30132440,3136.68463183,136,224,41
156.47693131,3124.40937961,136,216,41
156.66605602,3113.64919876,136,208,41
156.87031108,3102.63809516,136,200,41
157.09158297,3089.57562592,136,192,41
157.33209858,3078.26011165,136,184,41
157.59447973,3065.53465643,136,176,41
157.88185352,3052.47923075,136,168,41
158.19795207,3039.91371647,136,160,41
158.54733075,3027.69954940,136,152,41
158.93553175,3014.07661017,136,144,41
165.19706428,2967.61390025,128,255,41
165.31462610,2962.85892901,128,248,41
165.45738478,2954.98746617,128,240,41
165.60998680,2940.34511873,128,232,41
165.77349238,2938.65958723,128,224,41
165.94909929,2917.23103777,128,216,41
166.13822400,2909.44391302,128,208,41
166.34247906,2894.17269008,128,200,41
166.80426656,2870.29636750,128,184,41
167.06664771,2859.53594058,128,176,41
167.35402150,2844.89377768,128,168,41
167.67012005,2839.74816991,128,160,41
168.01949873,2819.52136134,128,152,41
168.40769974,2808.17385888,128,144,41
168.84156951,2793.14709953,128,136,41
169.32968029,2733.98013041,128,128,42
170.64924519,2713.77319432,127,128,42
171.98983774,2691.63538270,126,128,42
172.00344047,2690.72264568,126,127,42
173.35193483,2653.65728039,125,128,42
173.36553757,2652.78275425,125,127,42
173.37935707,2652.28886065,125,126,42
176.14238497,2633.34715163,123,128,42
176.15598771,2632.71958335,123,127,42
176.16980721,2632.38849982,123,126,42
176.18384839,2631.78650095,123,125,42
176.19811378,2630.81504041,123,124,42
177.57195641,2606.48302165,122,128,42
177.58555914,2605.81563971,122,127,42
177.59937865,2605.24950595,122,126,42
177.61341983,2603.93713475,122,125,42
177.62768522,2603.79434516,122,124,42
177.64218519,2603.19175228,122,123,42
179.02518372,2588.90986886,121,128,42
179.03878646,2588.43626536,121,127,42
179.05260596,2587.85391452,121,126,42
179.08091253,2586.22969307,121,124,42
179.09541250,2585.90685458,121,123,42
179.11014924,2585.26727727,121,122,42
180.60248994,2584.61898732,120,121,42
182.00478167,2563.36338410,119,128,42
182.01838440,2562.90223562,119,127,42
182.04624509,2561.84745392,119,125,42
182.06051048,2560.89776371,119,124,42
182.07501045,2559.78521056,119,123,42
182.08974719,2559.18991930,119,122,42
182.10472779,2558.75220688,119,121,42
182.11995716,2558.05619752,119,120,42
183.53250819,2549.45888633,118,128,42
183.54611093,2548.56809793,118,127,42
183.55993043,2548.23180480,118,126,42
183.57397162,2547.40955984,118,125,42
183.58823701,2546.62594773,118,124,42
183.60273698,2546.01450138,118,123,42
183.61747372,2545.20627576,118,122,42
183.63245432,2544.57358677,118,121,42
183.64768369,2544.00683786,118,120,42
183.66316951,2543.22028213,118,119,42
185.08632564,2521.80956551,117,128,42
185.09992837,2521.20832596,117,127,42
185.12778906,2519.94042488,117,125,42
185.14205445,2519.10522942,117,124,42
185.15655442,2518.64694094,117,123,42
185.17129116,2517.68064388,117,122,42
185.18627176,2517.08540356,117,121,42
185.20150113,2516.85048886,117,120,42
185.21698695,2515.85198686,117,119,42
185.23273552,2515.22792257,117,118,42
186.66695980,2500.09649514,116,128,42
186.68056254,2499.11264495,116,127,42
186.69438204,2498.46517632,116,126,42
186.70842322,2497.40142774,116,125,42
186.73718859,2495.99885523,116,123,42
186.75192533,2495.83169291,116,122,42
186.76690592,2495.00013505,116,121,42
186.78213530,2494.49194913,116,120,42
186.79762112,2492.79964753,116,119,42
186.82938722,2492.20277897,116,117,42
188.27505644,2469.58650268,115,128,42
188.28865918,2469.35137411,115,127,42
188.30247868,2468.25238950,115,126,42
188.33078525,2466.91526206,115,124,42
188.34528522,2466.29746613,115,123,42
188.36002196,2465.88968112,115,122,42
188.37500256,2464.83171983,115,121,42
188.40571775,2463.75954359,115,119,42
188.42146633,2462.90112689,115,118,42
188.43748386,2462.02650223,115,117,42
188.45377783,2461.32454555,115,116,42
189.91140228,2457.02170929,114,128,42
189.92500501,2455.79094402,114,127,42
189.93882452,2455.67930879,114,126,42
189.95286570,2454.24817952,114,125,42
189.96713109,2453.87591697,114,124,42
189.98163106,2453.24779504,114,123,42
189.99636780,2452.37839106,114,122,42
190.01134840,2451.52826697,114,121,42
190.04206359,2450.25580987,114,119,42
190.05781216,2449.63477908,114,118,42
190.07382970,2449.28349677,114,117,42
190.09012367,2448.39678619,114,116,42
190.10670074,2447.29176727,114,115,42
191.57669702,2425.11922713,113,128,42
191.59029975,2424.57175620,113,127,42
191.60411926,2423.67674436,113,126,42
191.61816044,2423.18576218,113,125,42
191.63242583,2422.10079932,113,124,42
191.64692580,2421.69484825,113,123,42
191.66166254,2421.13637272,113,122,42
191.67664314,2420.34285225,113,121,42
191.69187251,2419.76699565,113,120,42
191.70735833,2419.30340961,113,119,42
191.72310691,2418.39254929,113,118,42
191.73912444,2417.71214138,113,117,42
191.75541841,2416.84981891,113,116,42
191.77199548,2416.20047117,113,115,42
191.78886375,2415.49808340,113,114,42
193.46695623,2415.39244788,112,115,42
193.48382450,2414.49030742,112,114,42
193.50099120,2413.73727393,112,113,42
194.99720877,2401.13885450,111,128,42
195.01081151,2400.31077996,111,127,42
195.02463101,2400.07842489,111,126,42
195.03867219,2399.05425449,111,125,42
195.05293758,2398.26071720,111,124,42
195.06743755,2398.22241307,111,123,42
195.08217429,2397.07806541,111,122,42
195.09715489,2396.07364685,111,121,42
195.12787009,2394.84154168,111,119,42
195.14361866,2394.36620325,111,118,42
195.15963619,2393.94936004,111,117,42
195.17593016,2393.00430802,111,116,42
195.19250723,2391.91916062,111,115,42
195.20937550,2391.90386434,111,114,42
195.22654220,2390.88975609,111,113,42
195.24401471,2390.08941122,111,112,42
196.88475281,2388.31528743,110,119,42
196.90050138,2387.44558740,110,118,42
196.91651891,2386.80329426,110,117,42
196.93281288,2386.69377845,110,116,42
196.94938995,2386.43900233,110,115,42
196.96625823,2385.07365550,110,114,42
196.98342492,2384.09111780,110,113,42
197.00089743,2383.52205724,110,112,42
197.01868528,2382.59103514,110,111,42
198.54333461,2348.52997066,109,128,42
198.55693734,2348.05213892,109,127,42
198.57075685,2346.76312688,109,126,42
198.58479803,2346.55228022,109,125,42
198.59906342,2345.71384124,109,124,42
198.61356339,2344.70171542,109,123,42
198.62830013,2343.92117045,109,122,42
198.64328073,2343.69819269,109,121,42
198.65851010,2342.98628679,109,120,42
198.67399592,2342.12600972,109,119,42
198.68974450,2341.87656769,109,118,42
198.70576203,2340.77789643,109,117,42
198.72205600,2340.40553200,109,116,42
198.73863307,2339.21930268,109,115,42
198.75550134,2338.89861724,109,114,42
198.77266804,2338.00845169,109,113,42
198.79014054,2337.44512507,109,112,42
198.80792839,2336.71384027,109,111,42
198.82603922,2335.93515952,109,110,42
202.22195146,2327.60619252,107,128,42
202.23555420,2326.58036264,107,127,42
202.24937370,2326.57607864,107,126,42
202.26341488,2325.53834546,107,125,42
202.27768027,2324.96682090,107,124,42
202.29218024,2324.32415675,107,123,42
202.30691698,2323.62425508,107,122,42
202.32189758,2322.57696773,107,121,42
202.33712695,2322.20230319,107,120,42
202.35261277,2321.46315063,107,119,42
202.36836135,2320.77336733,107,118,42
202.38437888,2320.15666331,107,117,42
202.40067285,2319.53991699,107,116,42
202.41724992,2318.73165437,107,115,42
202.43411819,2317.93705305,107,114,42
202.45128489,2317.85634823,107,113,42
202.46875740,2316.98013137,107,112,42
202.48654524,2315.77537621,107,111,42
202.50465607,2315.46042711,107,110,42
202.52310049,2314.95025298,107,109,42
202.54188506,2314.01226951,107,108,42
204.11345737,2271.38780489,106,128,42
204.12706011,2271.16174076,106,127,42
204.14087961,2269.91152113,106,126,42
204.15492080,2268.97254716,106,125,42
204.16918619,2268.45251945,106,124,42
204.18368616,2267.36126421,106,123,42
204.21340350,2266.24032136,106,121,42
