storage_gib,recovery_token_layers,g1,g2,l
300.78845685,1564.83214275,72,78,42
300.82527576,1563.31245242,72,77,42
300.86306470,1562.94509719,72,76,42
300.90186053,1562.03590453,72,75,42
300.94170585,1561.14092681,72,74,42
300.98264262,1560.04007030,72,73,42
304.21645653,1560.03282538,71,107,42
304.23595512,1559.68357837,71,106,42
304.25582347,1558.42622628,71,105,42
304.27607355,1558.06837668,71,104,42
304.29671806,1557.50476507,71,103,42
304.31776528,1556.70854415,71,102,42
304.33923279,1556.18933490,71,101,42
304.36112662,1555.23651459,71,100,42
304.38346485,1554.29874498,71,99,42
304.40625855,1553.77351632,71,98,42
304.42952062,1552.84806716,71,97,42
304.45326875,1552.30403582,71,96,42
304.47751689,1551.57299228,71,95,42
304.50228009,1550.69299989,71,94,42
304.52757637,1549.96244416,71,93,42
304.55342279,1549.38807786,71,92,42
304.57983580,1548.50646348,71,91,42
304.60683738,1547.64755706,71,90,42
304.63444563,1546.71313284,71,89,42
304.66268079,1546.05163670,71,88,42
304.69156488,1545.49851161,71,87,42
304.72112162,1544.57556441,71,86,42
304.75137348,1543.79191577,71,85,42
304.78234565,1542.84818106,71,84,42
304.81406262,1542.40126578,71,83,42
304.84655536,1541.40452179,71,82,42
304.87984969,1540.65253166,71,81,42
304.91397586,1539.84208331,71,80,42
304.94896560,1539.01808034,71,79,42
304.98485387,1538.30077548,71,78,42
305.02167279,1537.33668290,71,77,42
305.05946173,1536.67419914,71,76,42
305.09825756,1535.87275083,71,75,42
305.13810287,1535.12042284,71,74,42
305.17903965,1534.14364696,71,73,42
305.22111328,1533.37631682,71,72,42
308.69980175,1532.84270519,70,99,42
308.74585752,1531.28555370,70,97,42
308.76960566,1530.87316798,70,96,42
308.79385380,1530.73990949,70,95,42
308.81861699,1529.36758927,70,94,42
308.84391328,1528.56751690,70,93,42
308.86975970,1527.89682848,70,92,42
308.92317429,1527.69284226,70,90,42
308.95078254,1525.29568505,70,89,42
308.97901770,1524.76516171,70,88,42
309.00790179,1523.78116013,70,87,42
309.03745852,1523.26697835,70,86,42
309.06771038,1523.07480459,70,85,42
309.13039953,1520.56936093,70,83,42
309.16289227,1519.88559032,70,82,42
309.19618659,1519.02209473,70,81,42
309.26530251,1517.53363277,70,79,42
309.30119078,1516.97160472,70,78,42
309.33800969,1516.85444990,70,77,42
309.37579863,1515.38364104,70,76,42
309.41459447,1514.97546098,70,75,42
309.45443978,1513.58906135,70,74,42
309.49537655,1512.71695259,70,73,42
309.53745018,1512.08616626,70,72,42
309.58070875,1511.09437765,70,71,42
312.67669393,1510.64152803,69,125,42
312.69095932,1510.27780512,69,124,42
312.70545930,1509.90590590,69,123,42
312.72019604,1508.66913178,69,122,42
312.73517663,1508.33514404,69,121,42
312.75040600,1508.06583723,69,120,42
312.76589183,1506.86306739,69,119,42
312.78164040,1506.09972664,69,118,42
312.79765793,1505.69408651,69,117,42
312.81395190,1504.47885396,69,116,42
312.84739725,1503.56376684,69,114,42
312.86456394,1502.54326624,69,113,42
312.88203645,1501.95043369,69,112,42
312.89982430,1501.76244012,69,111,42
312.91793513,1500.43448188,69,110,42
312.93637954,1499.65870102,69,109,42
312.97430058,1498.24007049,69,107,42
312.99379917,1497.43542577,69,106,42
313.01366752,1497.12809693,69,105,42
313.03391760,1495.95570097,69,104,42
313.05456211,1495.43231826,69,103,42
313.07560932,1495.13155527,69,102,42
313.09707684,1494.05388587,69,101,42
313.11897067,1493.24921183,69,100,42
313.14130890,1492.83472785,69,99,42
313.16410260,1491.59342320,69,98,42
313.18736467,1490.97963204,69,97,42
313.21111280,1490.48891179,69,96,42
313.23536094,1489.39404874,69,95,42
313.26012414,1488.69043161,69,94,42
313.28542042,1488.43335970,69,93,42
313.33767985,1486.41631071,69,91,42
313.36468143,1485.82538563,69,90,42
313.39228968,1484.84946664,69,89,42
313.42052484,1484.06520669,69,88,42
313.44940893,1483.85649577,69,87,42
313.47896567,1482.61015356,69,86,42
313.50921753,1481.71378356,69,85,42
313.54018970,1481.49819682,69,84,42
313.57190667,1480.19938407,69,83,42
313.60439941,1479.53091743,69,82,42
313.63769374,1479.04156590,69,81,42
313.67181991,1477.76025775,69,80,42
313.70680965,1477.04068690,69,79,42
313.74269792,1476.51660348,69,78,42
313.77951684,1475.43622739,69,77,42
313.81730578,1474.60446527,69,76,42
313.85610161,1474.14040201,69,75,42
313.89594692,1473.06507405,69,74,42
313.93688370,1472.21567662,69,73,42
313.97895733,1471.76504829,69,72,42
314.02221590,1470.61815301,69,71,42
314.06671087,1469.77230330,69,70,42
318.17640464,1469.42537371,68,82,42
318.20969896,1468.44984208,68,81,42
318.24382513,1468.07091997,68,80,42
318.27881488,1466.97180224,68,79,42
318.31470315,1466.27299920,68,78,42
318.35152206,1465.24706455,68,77,42
318.38931100,1464.99493264,68,76,42
318.42810684,1463.58318996,68,75,42
318.46795215,1462.90865488,68,74,42
318.50888892,1462.11515171,68,73,42
318.55096255,1461.58208508,68,72,42
318.59422112,1460.44760781,68,71,42
318.63871609,1459.75047290,68,70,42
318.68450138,1458.83160016,68,69,42
323.13657328,1458.33526756,67,75,42
323.17641859,1457.43361393,67,74,42
323.21735537,1456.65486061,67,73,42
323.25942900,1455.90918642,67,72,42
323.30268757,1455.02200774,67,71,42
323.34718254,1454.20109210,67,70,42
323.39296782,1453.42763730,67,69,42
323.44009835,1452.65538013,67,68,42
326.76708208,1452.17254014,66,128,42
326.78068482,1451.15607074,66,127,42
326.80854550,1449.52056404,66,125,42
326.83731087,1449.23864794,66,123,42
326.85204761,1448.23106853,66,122,42
326.88225758,1447.62581893,66,120,42
326.89774340,1446.05182221,66,119,42
326.91349197,1445.36012088,66,118,42
326.92950950,1445.02420741,66,117,42
326.94580347,1444.10459600,66,116,42
326.96238054,1443.10144860,66,115,42
326.99641551,1441.55403966,66,113,42
327.01388802,1440.97233714,66,112,42
327.03167587,1440.69953162,66,111,42
327.06823111,1438.87229715,66,109,42
327.10615215,1437.49040547,66,107,42
327.12565074,1436.77296075,66,106,42
327.14551909,1436.37566033,66,105,42
327.16576917,1435.44553165,66,104,42
327.18641368,1434.64425299,66,103,42
327.22892841,1432.90646627,66,101,42
327.25082224,1432.53946620,66,100,42
327.29595417,1430.84885196,66,98,42
327.31921624,1430.39360899,66,97,42
327.36721251,1428.19821335,66,95,42
327.39197571,1427.75102270,66,94,42
327.41727199,1427.46325972,66,93,42
327.44311842,1426.35022069,66,92,42
327.46953142,1425.52821843,66,91,42
327.52414125,1424.01168799,66,89,42
327.58126050,1422.69278122,66,87,42
327.61081724,1421.86513249,66,86,42
327.64106910,1420.69196326,66,85,42
327.70375824,1419.45907665,66,83,42
327.73625098,1418.72275429,66,82,42
327.76954531,1417.98162890,66,81,42
327.80367148,1417.12000569,66,80,42
327.83866122,1416.13264045,66,79,42
327.91136841,1416.02975392,66,77,42
327.94915735,1413.77124985,66,76,42
327.98795318,1413.20519875,66,75,42
328.02779849,1412.30115034,66,74,42
328.06873527,1411.27691891,66,73,42
328.11080890,1411.22779666,66,72,42
328.15406747,1409.72347470,66,71,42
328.19856244,1409.03463529,66,70,42
328.24434772,1408.38835709,66,69,42
328.29147825,1407.41568882,66,68,42
328.34001549,1406.38842341,66,67,42
332.44357856,1406.28782161,65,92,42
332.49699314,1405.19351989,65,90,42
332.52460139,1403.99290022,65,89,42
332.55283655,1403.18233364,65,88,42
332.58172064,1402.47556575,65,87,42
332.61127738,1401.46879518,65,86,42
332.64152924,1401.33234219,65,85,42
332.67250141,1399.90944209,65,84,42
332.70421839,1399.26593210,65,83,42
332.73671113,1398.39056637,65,82,42
332.77000545,1397.74202554,65,81,42
332.80413162,1397.42101474,65,80,42
332.83912136,1396.10031825,65,79,42
332.91182855,1394.56226211,65,77,42
332.94961749,1393.57933705,65,76,42
332.98841332,1393.44976951,65,75,42
333.02825864,1391.98993929,65,74,42
333.06919541,1391.27853562,65,73,42
333.11126904,1390.44057675,65,72,42
333.15452761,1389.62092410,65,71,42
333.19902258,1389.41984402,65,70,42
333.24480787,1388.01494256,65,69,42
333.29193839,1387.22456804,65,68,42
333.34047563,1386.33187650,65,67,42
333.39048609,1385.59422194,65,66,42
337.68138596,1385.30277907,64,89,42
337.73850521,1383.63338056,64,87,42
337.76806195,1382.95153328,64,86,42
337.79831381,1381.97080261,64,85,42
337.82928598,1381.73442114,64,84,42
337.86100295,1380.66824173,64,83,42
337.89349569,1380.02341443,64,82,42
337.92679002,1378.91124767,64,81,42
337.99590593,1377.28793888,64,79,42
338.03179420,1376.70189276,64,78,42
338.06861312,1375.71501820,64,77,42
338.10640206,1375.40511196,64,76,42
338.14519789,1374.19360448,64,75,42
338.18504320,1373.57325180,64,74,42
338.22597998,1372.52121524,64,73,42
338.31131218,1370.96259362,64,71,42
338.35580715,1370.25872562,64,70,42
338.40159243,1369.22698254,64,69,42
338.44872296,1368.78825511,64,68,42
338.49726020,1367.59703965,64,67,42
338.54727066,1367.00056133,64,66,42
338.59881792,1365.92501567,64,65,42
342.84490788,1365.82984504,63,95,42
342.86967108,1365.22078483,63,94,42
342.89496736,1364.73034428,63,93,42
342.92081378,1363.50264229,63,92,42
342.97422837,1363.47079059,63,90,42
343.00183662,1361.19430230,63,89,42
343.03007178,1360.66475936,63,88,42
343.05895587,1360.11934488,63,87,42
343.08851260,1359.03551477,63,86,42
343.11876447,1358.23748972,63,85,42
343.18145361,1356.83308086,63,83,42
343.21394635,1355.88065849,63,82,42
343.28136685,1354.41206804,63,80,42
343.31635659,1353.54098439,63,79,42
343.35224486,1352.95802800,63,78,42
343.38906377,1352.87343279,63,77,42
343.42685271,1351.32648041,63,76,42
343.46564855,1350.78522930,63,75,42
343.50549386,1349.67947123,63,74,42
343.54643064,1348.71369514,63,73,42
343.63176283,1347.26807121,63,71,42
343.67625780,1347.16511884,63,70,42
343.72204309,1345.72087518,63,69,42
343.76917362,1344.55696070,63,68,42
343.81771086,1343.83941554,63,67,42
343.86772132,1343.25446470,63,66,42
343.91926858,1342.15507928,63,65,42
343.97242730,1341.31642643,63,64,42
353.71017079,1340.39501136,61,109,42
353.72895536,1339.75310558,61,108,42
353.74809182,1339.16900923,61,107,42
353.76759041,1338.21635377,61,106,42
353.78745876,1337.62090872,61,105,42
353.80770884,1336.95650740,61,104,42
353.82835335,1336.19108473,61,103,42
353.84940057,1335.25368806,61,102,42
353.87086808,1334.68810410,61,101,42
353.89276191,1333.97293595,61,100,42
353.91510014,1333.10949563,61,99,42
353.93789384,1332.39011461,61,98,42
353.96115591,1331.61871915,61,97,42
353.98490405,1330.91557636,61,96,42
354.00915218,1330.19664518,61,95,42
354.03391538,1329.27173524,61,94,42
354.05921166,1328.65857799,61,93,42
354.08505809,1327.75743860,61,92,42
354.11147110,1327.09474242,61,91,42
354.13847267,1326.42752003,61,90,42
354.16608092,1325.43398303,61,89,42
354.19431608,1324.90462656,61,88,42
354.22320017,1324.03936335,61,87,42
354.25275691,1323.24230573,61,86,42
354.28300877,1322.50901494,61,85,42
354.31398094,1321.61459134,61,84,42
354.34569792,1321.05053903,61,83,42
354.37819066,1320.13477812,61,82,42
354.41148498,1319.26464603,61,81,42
354.44561115,1318.47783030,61,80,42
354.48060089,1317.69728341,61,79,42
354.51648917,1317.00882270,61,78,42
354.55330808,1316.19996030,61,77,42
354.59109702,1315.38345745,61,76,42
354.62989285,1314.49876824,61,75,42
354.66973817,1313.67098783,61,74,42
354.71067494,1313.01324943,61,73,42
354.75274857,1312.10209211,61,72,42
354.79600714,1311.21684013,61,71,42
354.84050211,1310.38018559,61,70,42
354.88628740,1309.67915837,61,69,42
354.93341792,1308.84135377,61,68,42
354.98195516,1308.13471949,61,67,42
355.03196562,1307.08037705,61,66,42
355.08351288,1306.28973677,61,65,42
355.13667161,1305.49803822,61,64,42
355.19151749,1304.57051002,61,63,42
355.24813194,1303.94785483,61,62,42
360.41450379,1302.90435455,60,77,42
360.45229273,1302.40923736,60,76,42
360.53093388,1300.49795845,60,74,42
360.57187065,1299.61103256,60,73,42
360.65720285,1297.89396896,60,71,42
360.74748311,1296.51078592,60,69,42
360.79461363,1295.80975870,60,68,42
360.84315087,1294.70902474,60,67,42
360.89316134,1294.45490511,60,66,42
360.94470859,1293.48147175,60,65,42
360.99786732,1292.46288678,60,64,42
361.05271320,1291.58501092,60,63,42
361.10932765,1290.63377753,60,62,42
361.16779984,1289.61099652,60,61,42
367.00458339,1288.83275935,59,65,42
367.05774211,1287.96788301,59,64,42
367.11258799,1287.03424457,59,63,42
367.16920245,1286.18225002,59,62,42
367.22767464,1285.37050839,59,61,42
367.28809479,1284.54291300,59,60,42
371.93810557,1283.80399112,58,107,42
371.95760417,1283.13544422,58,106,42
371.97747252,1282.28520912,58,105,42
371.99772260,1282.04117518,58,104,42
372.01836711,1281.33867783,58,103,42
372.03941432,1280.24574003,58,102,42
372.06088184,1279.50815132,58,101,42
372.08277566,1278.99724525,58,100,42
372.10511389,1277.88140004,58,99,42
372.12790759,1277.37500769,58,98,42
372.15116967,1276.53845695,58,97,42
372.17491780,1275.89767432,58,96,42
372.19916594,1274.97620590,58,95,42
372.22392913,1274.39782619,58,94,42
372.24922542,1273.59430701,58,93,42
372.27507184,1272.98941737,58,92,42
372.30148485,1272.04402269,58,91,42
372.32848643,1271.29624254,58,90,42
372.35609468,1270.50872274,58,89,42
372.38432984,1269.80643109,58,88,42
372.44277066,1268.31441083,58,86,42
372.47302253,1267.18043290,58,85,42
372.50399469,1266.66865119,58,84,42
372.53571167,1265.64986918,58,83,42
372.56820441,1265.15052519,58,82,42
372.60149873,1264.19853391,58,81,42
372.63562490,1263.66948165,58,80,42
372.67061465,1262.57819180,58,79,42
372.70650292,1262.16731322,58,78,42
372.74332183,1261.02625761,58,77,42
372.78111077,1260.51090943,58,76,42
372.81990661,1259.41943792,58,75,42
372.85975192,1258.92182694,58,74,42
372.90068869,1257.74363745,58,73,42
372.94276232,1257.16294560,58,72,42
372.98602089,1256.16638184,58,71,42
373.03051586,1255.40742649,58,70,42
373.07630115,1254.48507570,58,69,42
373.12343168,1253.86347156,58,68,42
373.17196892,1252.87551760,58,67,42
373.22197938,1252.22815230,58,66,42
373.27352663,1251.27247968,58,65,42
373.32668536,1250.65216497,58,64,42
373.38153124,1249.65986309,58,63,42
373.43814570,1248.78187285,58,62,42
373.49661788,1247.95677365,58,61,42
373.55703804,1247.09806187,58,60,42
373.61950627,1246.29536450,58,59,42
378.38913563,1245.99587124,57,109,42
378.40792020,1245.85043792,57,108,42
378.42705666,1244.39401558,57,107,42
378.44655525,1243.75108806,57,106,42
378.46642361,1243.71193905,57,105,42
378.48667369,1242.24790654,57,104,42
378.50731820,1241.71759466,57,103,42
378.52836541,1241.56191752,57,102,42
378.54983292,1240.30350621,57,101,42
378.57172675,1239.44316906,57,100,42
378.59406498,1239.03332183,57,99,42
378.61685868,1237.94002599,57,98,42
378.64012075,1237.29589748,57,97,42
378.66386889,1236.90923928,57,96,42
378.71288022,1235.06897069,57,94,42
378.73817651,1234.63537502,57,93,42
378.76402293,1233.22379621,57,92,42
378.79043594,1232.83395746,57,91,42
378.81743752,1232.19131782,57,90,42
378.84504577,1231.20984031,57,89,42
378.87328093,1230.44472618,57,88,42
378.90216502,1229.98710428,57,87,42
378.93172175,1228.85537263,57,86,42
378.96197361,1228.03130094,57,85,42
378.99294578,1227.55775752,57,84,42
379.02466276,1226.55164728,57,83,42
379.05715550,1225.72201033,57,82,42
379.09044982,1225.41057340,57,81,42
379.12457599,1224.07505498,57,80,42
379.15956574,1223.17974325,57,79,42
379.19545401,1222.80168668,57,78,42
379.23227292,1221.62290558,57,77,42
379.30885770,1220.46822808,57,75,42
379.34870301,1219.38132074,57,74,42
379.38963978,1218.58449909,57,73,42
379.43171341,1217.95969757,57,72,42
379.47497198,1216.85843833,57,71,42
379.51946695,1216.18679449,57,70,42
379.56525224,1215.57775639,57,69,42
379.61238277,1214.51947550,57,68,42
379.66092000,1213.60514291,57,67,42
379.71093047,1213.05168668,57,66,42
379.76247772,1211.97023599,57,65,42
379.81563645,1211.13503283,57,64,42
379.87048233,1210.46549495,57,63,42
379.92709678,1209.55383205,57,62,42
379.98556897,1208.58739033,57,61,42
380.04598912,1207.94979738,57,60,42
380.10845736,1206.95105413,57,59,42
380.17308078,1206.10813315,57,58,42
386.82894746,1205.47158021,56,59,42
386.89357088,1204.73274868,56,58,42
386.96046225,1203.80755856,56,57,42
392.58764788,1202.44412544,55,87,42
392.61720462,1201.63018655,55,86,42
392.64745648,1201.43125038,55,85,42
392.67842865,1199.99876776,55,84,42
392.71014563,1199.25517645,55,83,42
392.74263837,1198.58637964,55,82,42
392.77593269,1197.72976228,55,81,42
392.81005886,1197.39887388,55,80,42
392.84504860,1196.14258870,55,79,42
392.88093688,1195.36733552,55,78,42
392.95554473,1193.66567921,55,76,42
392.99434056,1193.49434680,55,75,42
393.03418588,1192.19471657,55,74,42
393.07512265,1191.22397596,55,73,42
393.11719628,1190.39848171,55,72,42
393.16045485,1189.72145333,55,71,42
393.20494982,1189.35022069,55,70,42
393.25073510,1188.08785794,55,69,42
393.29786563,1187.13678219,55,68,42
393.34640287,1186.38436289,55,67,42
393.44796059,1185.28359000,55,65,42
393.50111932,1183.89782811,55,64,42
393.55596520,1183.07246507,55,63,42
393.61257965,1182.25018262,55,62,42
393.67105184,1181.37013064,55,61,42
393.73147199,1180.95534918,55,60,42
393.79394023,1179.64819817,55,59,42
393.85856364,1178.91376453,55,58,42
393.92545501,1177.98336143,55,57,42
393.99473320,1177.03346264,55,56,42
399.93310947,1176.87988281,54,83,42
399.96560221,1176.25850263,54,82,42
400.03302270,1174.63480599,54,80,42
400.06801245,1173.77283964,54,79,42
400.10390072,1173.62740680,54,78,42
400.14071963,1172.16848058,54,77,42
400.17850857,1171.51416592,54,76,42
400.21730440,1170.93299974,54,75,42
400.25714972,1169.84805418,54,74,42
400.29808649,1168.86526657,54,73,42
400.38341869,1167.17233108,54,71,42
400.42791366,1166.62959830,54,70,42
400.47369895,1165.88869783,54,69,42
400.52082947,1164.88948119,54,68,42
400.56936671,1163.90221832,54,67,42
400.61937718,1163.82872093,54,66,42
400.67092443,1162.28451995,54,65,42
400.72408316,1161.54699226,54,64,42
400.83554349,1159.98987489,54,62,42
400.89401568,1158.92506036,54,61,42
400.95443583,1158.70241949,54,60,42
401.01690407,1157.31311372,54,59,42
401.08152749,1156.53527928,54,58,42
401.14841885,1155.73097529,54,57,42
401.21769704,1154.86246040,54,56,42
401.28949569,1153.92003626,54,55,42
407.30613075,1153.91610261,53,87,42
407.33568748,1152.97993337,53,86,42
407.36593935,1152.28376638,53,85,42
407.39691151,1151.49995098,53,84,42
407.42862849,1150.64284485,53,83,42
407.46112123,1150.07600175,53,82,42
407.49441555,1149.22292346,53,81,42
407.52854172,1148.43543249,53,80,42
407.56353147,1147.63550478,53,79,42
407.59941974,1146.80574961,53,78,42
407.63623865,1145.89948135,53,77,42
407.67402759,1145.17587833,53,76,42
407.71282343,1144.48965863,53,75,42
407.75266874,1143.59030800,53,74,42
407.79360551,1142.67719035,53,73,42
407.83567914,1141.96996590,53,72,42
407.87893771,1141.13173886,53,71,42
407.92343268,1140.45326437,53,70,42
407.96921797,1139.52664689,53,69,42
408.01634850,1138.64831158,53,68,42
408.06488574,1137.84987610,53,67,42
408.11489620,1137.04285437,53,66,42
408.16644346,1136.22543119,53,65,42
408.21960218,1135.45268766,53,64,42
408.27444806,1134.58625373,53,63,42
408.33106252,1133.73698461,53,62,42
408.38953470,1132.91034801,53,61,42
408.44995486,1131.99805937,53,60,42
408.51242309,1131.21336016,53,59,42
408.57704651,1130.40055691,53,58,42
408.64393788,1129.51338448,53,57,42
408.71321607,1128.73361470,53,56,42
408.78501471,1127.72956812,53,55,42
408.85947266,1126.92284868,53,54,42
415.53644971,1126.73627622,52,74,42
415.57738648,1125.69941051,52,73,42
415.61946011,1125.29467581,52,72,42
415.66271868,1124.00338433,52,71,42
415.70721365,1123.43745579,52,70,42
415.75299894,1122.41971090,52,69,42
415.80012947,1122.03867034,52,68,42
415.84866671,1120.77272959,52,67,42
415.89867717,1120.05507966,52,66,42
416.00338315,1118.52985052,52,64,42
416.05822903,1117.40079144,52,63,42
416.11484349,1116.79629445,52,62,42
416.17331567,1115.74876632,52,61,42
416.23373583,1115.26515594,52,60,42
416.29620406,1114.05527574,52,59,42
416.36082748,1113.27211683,52,58,42
416.42771885,1112.42747245,52,57,42
416.49699704,1111.88473487,52,56,42
416.56879569,1110.76144866,52,55,42
416.64325363,1109.93120425,52,54,42
416.72052120,1109.02777580,52,53,42
423.93760867,1108.64617776,51,67,42
423.98761913,1108.12286425,51,66,42
424.03916639,1106.99391955,51,65,42
424.09232512,1106.10238720,51,64,42
424.14717099,1105.63022932,51,63,42
424.20378545,1104.44872086,51,62,42
424.26225764,1103.68967660,51,61,42
424.32267779,1102.99529981,51,60,42
424.38514602,1101.94743960,51,59,42
424.44976944,1101.16107322,51,58,42
424.51666081,1100.42771563,51,57,42
424.58593900,1099.39129591,51,56,42
424.65773765,1098.54924912,51,55,42
424.73219559,1097.83519162,51,54,42
424.80946317,1096.80442221,51,53,42
424.88970229,1095.92610613,51,52,42
432.35012147,1095.52429632,50,67,42
432.40013193,1094.85582439,50,66,42
432.45167919,1094.28610974,50,65,42
432.50483791,1093.12974440,50,64,42
432.55968379,1092.19223671,50,63,42
432.61629825,1091.42948757,50,62,42
432.67477044,1090.58202981,50,61,42
432.79765882,1088.79139433,50,59,42
432.86228224,1088.12197996,50,58,42
432.92917361,1087.17656413,50,57,42
432.99845180,1086.37539216,50,56,42
433.07025045,1085.82522895,50,55,42
433.14470839,1084.65127299,50,54,42
433.22197596,1083.71183621,50,53,42
433.30221509,1082.92900314,50,52,42
433.38559997,1082.03949263,50,51,42
438.05465371,1080.29830188,49,61,41
438.34484685,1078.45904974,49,60,41
438.64487677,1076.63015098,49,59,41
438.95525786,1074.82376892,49,58,41
439.27653173,1072.95823273,49,57,41
439.60926932,1071.70470134,49,56,41
439.95411245,1069.27576020,49,55,41
440.15824610,1069.17935205,49,94,42
440.18354238,1068.39254256,49,93,42
440.20938881,1067.69025764,49,92,42
440.26280339,1066.11620421,49,90,42
440.29041164,1065.40609237,49,89,42
440.31864680,1064.70746282,49,88,42
440.34753089,1063.78028593,49,87,42
440.37708763,1063.15327321,49,86,42
440.40733949,1062.18544163,49,85,42
440.47002864,1060.69986274,49,83,42
440.50252138,1059.85226513,49,82,42
440.53581570,1059.22598146,49,81,42
440.56994187,1058.45080374,49,80,42
440.60493161,1057.71968812,49,79,42
440.64081989,1056.86467785,49,78,42
440.71542774,1055.19124958,49,76,42
440.75422357,1054.37970595,49,75,42
440.79406889,1053.63788274,49,74,42
440.83500566,1052.76396119,49,73,42
440.87707929,1051.95321823,49,72,42
440.92033786,1051.14646323,49,71,42
441.01061812,1049.60197389,49,69,42
441.05774864,1048.62416281,49,68,42
441.10628588,1047.75400429,49,67,42
441.15629634,1046.97644620,49,66,42
441.20784360,1046.13201568,49,65,42
441.26100233,1045.43414835,49,64,42
441.31584821,1045.18655708,49,63,42
441.37246266,1043.74877257,49,62,42
441.43093485,1042.86067981,49,61,42
441.49135500,1042.02142767,49,60,42
441.55382324,1041.19252891,49,59,42
441.61844665,1040.38614685,49,58,42
441.68533802,1039.52061066,49,57,42
441.75461621,1039.26707927,49,56,42
441.82641486,1037.83813813,49,55,42
441.90087280,1036.92381755,49,54,42
441.97814038,1036.02075676,49,53,42
442.05837951,1035.20727443,49,52,42
442.14176439,1034.30376284,49,51,42
442.22848480,1033.45039043,49,50,42
459.34503596,1032.77994279,47,76,42
459.38383179,1031.90456072,47,75,42
459.42367710,1031.16558694,47,74,42
459.46461388,1030.27910896,47,73,42
459.50668751,1029.56067375,47,72,42
459.54994608,1028.54239877,47,71,42
459.59444105,1027.76723979,47,70,42
459.64022633,1027.02087835,47,69,42
459.68735686,1026.08493402,47,68,42
459.73589410,1025.29408180,47,67,42
459.78590456,1024.52671514,47,66,42
459.83745182,1023.74310303,47,65,42
459.89061055,1022.90486205,47,64,42
459.94545643,1022.10699943,47,63,42
460.00207088,1021.26809524,47,62,42
460.06054307,1020.36522717,47,61,42
460.12096322,1019.53174213,47,60,42
460.18343146,1018.69874537,47,59,42
460.24805487,1017.91914716,47,58,42
460.31494624,1016.94275912,47,57,42
460.38422443,1016.08346534,47,56,42
460.45602308,1015.27838952,47,55,42
460.53048102,1014.34772353,47,54,42
460.60774860,1013.60644483,47,53,42
460.68798772,1012.65021761,47,52,42
460.77137260,1011.78027776,47,51,42
460.85809301,1010.97756405,47,50,42
460.94835596,1010.10147167,47,49,42
461.04237651,1009.21611636,47,48,42
469.05451083,1008.63334884,46,82,42
469.08780515,1007.64039432,46,81,42
469.12193133,1007.02997932,46,80,42
469.15692107,1005.99271952,46,79,42
469.19280934,1005.42273622,46,78,42
469.22962825,1004.48551112,46,77,42
469.26741719,1003.78871455,46,76,42
469.30621303,1002.91253326,46,75,42
469.34605834,1002.16599640,46,74,42
469.38699511,1001.16820905,46,73,42
469.42906874,1000.50178972,46,72,42
469.47232731,999.55793342,46,71,42
469.51682228,998.81835745,46,70,42
469.60973810,997.20099309,46,68,42
469.65827534,996.20894304,46,67,42
469.70828580,995.62477124,46,66,42
469.75983306,994.57024329,46,65,42
469.81299178,993.89489073,46,64,42
469.86783766,993.03582716,46,63,42
469.92445212,992.29659049,46,62,42
469.98292431,991.37215682,46,61,42
470.04334446,990.65644800,46,60,42
470.10581269,989.61578898,46,59,42
470.17043611,988.79008904,46,58,42
470.23732748,987.93338710,46,57,42
470.30660567,987.22875208,46,56,42
470.37840432,986.16333056,46,55,42
470.45286226,985.43128114,46,54,42
470.53012984,984.53022442,46,53,42
470.61036896,983.66654428,46,52,42
470.69375384,982.69387457,46,51,42
470.78047425,981.92809386,46,50,42
470.87073720,980.99778159,46,49,42
470.96475775,980.25875638,46,48,42
471.06278056,979.21400992,46,47,42
480.02163304,979.20392903,45,67,42
480.07164350,978.65535418,45,66,42
480.12319076,978.09950220,45,65,42
480.17634949,976.70588744,45,64,42
480.28780982,975.06973195,45,62,42
480.34628201,974.21482453,45,61,42
480.46917040,972.60712583,45,59,42
480.53379381,971.70319228,45,58,42
480.60068518,971.09861599,45,57,42
480.66996337,970.02483891,45,56,42
480.74176202,969.53843004,45,55,42
480.81621996,969.11852355,45,54,42
480.89348754,967.47629769,45,53,42
480.97372666,966.60528997,45,52,42
481.05711154,965.96687329,45,51,42
481.14383195,965.24456355,45,50,42
481.23409490,963.98559763,45,49,42
481.32811545,963.28513510,45,48,42
481.42613826,962.24617737,45,47,42
481.52842316,961.36056879,45,46,42
491.36814210,961.04300720,44,58,42
491.43503347,960.14532038,44,57,42
491.50431166,959.58027421,44,56,42
491.57611031,959.36305441,44,55,42
491.65056825,957.61094173,44,54,42
491.72783583,956.69680618,44,53,42
491.80807496,956.10293507,44,52,42
491.89145984,954.88888862,44,51,42
491.97818025,954.22371163,44,50,42
492.06844319,953.16976953,44,49,42
492.16246374,952.59451510,44,48,42
492.26048655,951.46923540,44,47,42
492.36277145,950.68783641,44,46,42
492.46960215,949.72182819,44,45,42
501.46358986,948.35845130,43,48,41
501.65801018,947.90161517,43,80,42
501.69299993,947.25080067,43,79,42
501.72888820,946.26494256,43,78,42
501.76570711,945.50629816,43,77,42
501.80349605,944.65706316,43,76,42
501.84229189,944.03017203,43,75,42
501.88213720,943.14944098,43,74,42
501.92307397,942.37826178,43,73,42
501.96514760,941.39261849,43,72,42
502.00840617,940.72579932,43,71,42
502.05290114,939.79323404,43,70,42
502.09868643,939.05583515,43,69,42
502.14581696,938.18048144,43,68,42
502.19435420,937.37753993,43,67,42
